id,cidade,uf,lat,lng,nome_polo,nome_fantasia,logradouro,numero,bairro,cep,complemento,telefone1,telefone2,email1,email2,url
762,Vitória da Conquista,BA,-14.856536,-40.830452,VITORIA DA CONQUISTA - RECREIO,POLO UAB VITORIA DA CONQUISTA,Rua Sifredo Pedral Sampaio,0,Recreio,45020190,NULL,(77) 34213692,(77) 34218653,uab22conquista@gmail.com,ssantos_nte16@yahoo.com.br,http://uab22conquista.blogspot.com/
117,Primavera do Leste,MT,-15.03756590,-54.17200410,PRIMAVERA DO LESTE - CENTRO,POLO UAB - PRIMAVERA DO LESTE,Av. Porto Alegre,30,Centro,78850000,NULL,(66) 34986808,() 34982716,uabpoloprimavera@gmail.com,NULL,NULL
330,Barra do Bugres,MT,-15.09933940,-57.37225450,BARRA DO BUGRES - CENTRO,POLO DE APOIO PRESENCIAL DE BARRA DO BUGRES,Av. Deputado Hitler Sansão,820,NULL,78390000,NULL,(65) 33612483,(65) 33612132,uabpolobbug@gmail.com,v.oenning@hotmail.com,NULL
80,Goianésia,GO,-15.31788330,-49.16259890,GOIANESIA - SANTA LUZIA,POLO DE APOIO PRESENCIAL DA UAB DE GOIANESIA,Rua 37,354,Santa Luzia,76380000,Colégio Esatual Salvador Leite,(62) 39351104,(),polouabgoianesiago@gmail.com,NULL,NULL
1009,Campo Verde,MT,-15.32388120,-54.87312190,CAMPO VERDE - CENTRO,POLO DE CAMPO VERDE,Avenida Ayrton Senna,1201,Jardim Campo Verde I,78840000,Centro Educacional Paulo Freire,(66) 34194005,(66) 34193801,educacao@campoverde.mt.gov.br,neitv@hotmail.com,NULL
518,Itapetinga,BA,-15.34259210,-40.02228640,ITAPETINGA - CENTRO,PREDIO ESCOLAR JOSE VAZ ESPINHEIRA,Rua Visconde do Rio Branco,0,Centro,45700000,NULL,(77) 32611784,(77) 32613185,uabitapetinga@gmail.com,jusci_jesus@hotmail.com,NULL
535,Jauru,MT,-15.37761370,-58.87478650,JAURU - CRUZEIRO,POLO UAB DE JAURU - MT,Avenida Padre Nazareno Lanciotti,1820,Cruzeiro,78255000,Núcleo Pedagogico de Jauru-UNEMAT-CEAD,(65) 32441723,(65) 32441080,robertojauru3@gmail.com,coord.jauru.dead@unemat.br,NULL
888,Jussara,GO,-15.45417620,-51.43095820,JUSSARA - SAO FRANCISCO,POLO DE APOIO PRESENCIAL EM JUSSARA,Rua W3 esquina Almirante Barroso,0,São Francisco,76270-00,ao lado da Escola Estadual Colégio Dom Bosco,(62) 33733503,(62) 33731552,polouabjussara2013@hotmail.com,kelly.silva@seduc.go.gov.br,NULL
103,Januária,MG,-15.48302390,-44.38383110,JANUARIA - VILA FATIMA,POLO UAB - JANUARIA,Rua do Sertanejo,212,Vila Fátima,39480000,Prédio da UNIMONTES,(),(38) 36214559,uabpjanuariamg@yahoo.com.br,ceciliaprof43@yahoo.com.br,NULL
90,Buritis,MG,-15.52624940,-46.67053400,BURITIS - VEREDAS,POLO UNIVERSITARIO DE BURITIS,Rua Ouro preto,211,Bairro Veredas,38660-00,NULL,(38) 36623469,(38) 36623041,poloburitis@gmail.com,editesbrito@hotmail.com,NULL
79,Formosa,GO,-15.54464420,-47.34521190,FORMOSA - ABREU,POLO DE APOIO PRESENCIAL DO MUNICIPIO DE FORMOSA - UAB,Praça 21 de abril,60,Abreu,73803025,NULL,(61) 36311395,(61) 36311069,polouabformosa@hotmail.com,NULL,NULL
82,Uruana,GO,-15.57741560,-49.65031060,URUANA - CENTRO,POLO UAB DE URUANA-GO,Rua 13,0,Centro,76335-00,Secretaria Municipal de Educação,(62) 33441916,(),polouaburuana@gmail.com,semecuruana@gmail.com,NULL
116,Pontes e Lacerda,MT,-15.58044350,-59.38001050,PONTES E LACERDA - CENTRO,POLO UAB - PONTES E LACERDA,Avenida Bom Jesus,643,Centro,78250000,escola,(65) 32661477,(65) 32663565,uab_pl@hotmail.com,NULL,NULL
438,Cuiabá,MT,-15.60399900,-56.10772990,CUIABA - CENTRO-SUL,UAB Polo Cuiabá,Rua Comandante Costa,1927,Centro-Sul,78025200,NULL,(65) 36243631,(65) 36378426,uab.polocuiaba@gmail.com,elizabete.rosseto@seduc.mt.gov.br,NULL
1127,Rio Pardo de Minas,MG,-15.613613,-42.539252,RIO PARDO DE MINAS - CENTRO,POLO UAB RIO PARDO DE MINAS,Avenida Rafael Bastos Pereira,59,Centro,39530000,Próximo ao Forum,(38) 38241520,(),smerpm@hotmail.com,NULL,NULL
533,Janaúba,MG,-15.72881130,-43.40666180,JANAUBA - VEREDAS,POLO JANAUBA,Rua Manuel Bandeira,460,Veredas,39440000,Prédio do CAIC,(38) 38213378,(38) 38214957,educacao@janauba.mg.gov.br,ARMANDOLINHARES@ZIPMAIL.COM.BR,NULL
73,Águas Lindas de Goiás,GO,-15.74603580,-48.29909800,AGUAS LINDAS DE GOIAS - MANSOES OLINDA,POLO UAB - AGUAS LINDAS DE GOIAS,Rua 13 - Quadra A1 lote 02,2,Mansões Olinda,72910000,NULL,(00) 00000000,(),uabaguaslindas@gmail.com,profrogedu@yahoo.com.br,NULL
948,Taiobeiras,MG,-15.77030210,-41.99897180,TAIOBEIRAS - NOSSA SENHORA DE FATIMA,POLO UAB TAIOBEIRAS,Av. Nossa Senhora de Fatima 530,NULL,NULL,39550000,NULL,(38) 38451919,(38) 38451820,leasucupyra@hotmail.com,gabinete@taiobeiras.mg.gov.br,NULL
477,Goiás,GO,-15.82724320,-50.26566200,GOIAS - ALTO DO SANTANA,POLO DE EDUCACAO A DISTANCIA VILA BOA DE GOIAS,Rua Vereador Hugo Argenta,0,Alto Santana,76600-00,NULL,(62) 33714061,(),polouabgoias@hotmail.com,elietecampos@hotmail.com,NULL
695,São João da Ponte,MG,-15.90841050,-43.86732220,SAO JOAO DA PONTE - INDUSTRIAL,POLO DA UAB-SAO JOAO DA PONTE,Travessa Antonio Magalhães,29,Centro,39430000,Sec. Municipal de Cultura,(38) 32341097,(38) 32341635,uabsjp@yahoo.com.br,NULL,NULL
623,Pedra Azul,MG,-15.92804170,-41.16025970,PEDRA AZUL - CENTRO,POLO UAB - DR. GILBERTO ANTUNES DE ALMEIDA,Avenida Dr Anthero de Lucena Ruas,525,Centro,39970000,NULL,(33) 37513339,(33) 37511058,uabpa09@gmail.com,leletecb@hotmail.com,NULL
1191,Santo Antônio do Descoberto,GO,-15.945163,-48.261957,SANTO ANTÔNIO DO DESCOBERTO - CENTRO,Polo UAB de Santo Antônio do Descoberto,Entre-quadras 41/42,0,Centro,72900000,NULL,(61) 36263314,(61) 84735699,ascomprefeiturasad2@gmail.com,marly1gf@yahoo.com.br,NULL
748,Urucuia,MG,-16.04549320,-45.52519820,URUCUIA -  CENTRO,POLO UAB DE URUCUIA,"Rodovia MG-202, KM 120",0,Centro,39315000,NULL,(38) 36349249,(38) 36349043,polourucuiauab@gmail.com,smeurucuia@yahoo.com.br,NULL
107,Salinas,MG,-16.08022420,-42.11773960,SALINAS - CENTRO,POLO DE APOIO PRESENCIAL DO SISTEMA UAB - SALINAS,Praça Dr. Morais,14,Centro,39560000,Praça,(38) 38414754,(38) 991379633,polo.uab.salinas@gmail.com,marcosleaomatos@gmail.com,NULL
74,Alexânia,GO,-16.08213610,-48.50743070,ALEXANIA - FAZENDA CACHOEIRA,"POLO UAB - ALEXANIA ""CORA CORALINA"",""GO 139 KM 2 - Fazenda Cachoeira",0,Zona Rural de Alexânia,72930-00,Escola Municipal Agrícola Lothar Schiller,(),(),uab.alexania@gmail.com,NULL,portal.alexania.go.gov.br/polouab,
296,Almenara,MG,-16.09713660,-40.75640020,ALMENARA - CENTRO,POLO ALMENARA,Rua Avelino Nascimento,13,Centro,39900-00,NULL,(33) 37216279,(),uabalmenara2008@yahoo.com.br,campus.almenara@unimontes.br,NULL
1139,Brasília de Minas,MG,-16.212537,-44.433565,BRASILIA DE MINAS - CENTRO,PÓLO EAD/UAB – BRASILIA DE MINAS,Av. Rui Barbosa,265,Centro,39330-00,Próximo ao Forum,(38) 32312304,(),brasiliademinas@ead.unimontes.br,poloead.uab.bm@gmail.com,NULL
501,Inhumas,GO,-16.30622090,-49.48728580,INHUMAS - VILA HEITOR,POLO DE APOIO PRESENCIAL DA UAB INHUMAS,Rua 05,153,Vila Heitor,75400-00,Praça João Heitor de Paula,(62) 35144389,(62) 35111852,polouabinhumas09@gmail.com,lupessoni@gmail.com,NULL
303,Anápolis,GO,-16.33556130,-48.94525660,ANAPOLIS - JUNDIAI,POLO ANAPOLIS,Avenida São Francisco,880,Jundiaí,75110810,Centro de referência e Formação do Profissionais da Educação,(62) 39021458,(62) 39021183,uabanapolis@gmail.com,eunicemmk@gmail.com,NULL
472,Francisco Sá,MG,-16.42982620,-43.56069460,FRANCISCO SA - CENTRO,FRANCISCO SA,Rua João Catulino de Andrade,748,Centro,39580000,NULL,(38) 32331765,(38) 32332193,polouabfranciscosa@yahoo.com.br,NULL,NULL
1150,Jequitinhonha,MG,-16.43279,-41.003227,JEQUITINHONHA - CENTRO,CVT/ JEQUITINHONHA,Rua Coronel Ramiro Pereira,228,Centro,39960000,Próximo a Prefeitura Municipal de Jequitinhonha,(33) 37411499,(33) 37411312,jequitinhonha@uaitec.mg.gov.br,polouabjequitinhonha@gmail.com,NULL
965,Cáceres,MT,-16.57905060,-57.82539500,CACERES - MARACANAZINHO,POLO DE CACERES,Rua  das Saracuras,0,Maracanazinho,78200000,NULL,(65) 32234542,(65) 32237537,coord.caceres.dead@unemat.br,leilatuim14@gmail.com,NULL
624,Pedra Preta,MT,-16.622736,-54.468493,PEDRA PRETA - CENTRO,POLO DE APOIO PRESENCIAL PARA O SISTEMA UNIVERSIDADE ABERTA-UAB DE PEDRA PRETA,Avenida Frei Servácio,68,Centro,78795-00,União de Cursos de Pedra Preta - UNIPEDRA,(66) 34862197,(),danielleloana@hotmail.com,polouab.pedrapreta@outlook.com,NULL
76,Aparecida de Goiânia,GO,-16.68689120,-49.26479430,APARECIDA DE GOIANIA - VILA BRASILIA,CENTRO MUNICIPAL DE EDUCACAO PROFISSIONAL - APARECIDA DE GOIANIA - UAB,"Av. Rudá esquina com Rua Pindorama, quadra 37 A Lote 1/2",0,Vila Brasilia,74950760,NULL,(62) 35454818,(62) 35454817,marleneuabaparecidagyn@gmail.com,cmepuab@gmail.com,NULL
950,Montes Claros,MG,-16.69513740,-43.84379370,MONTES CLAROS - JK,POLO MUNICIPAL UAB DE MONTES CLAROS,Rua Republica do Uruguai,66,JK,39404-02,NULL,(38) 30831172,(38) 98112512,marciatfrota@gmail.com,polomontesclaros@gmail.com,NULL
434,Cristália,MG,-16.73056640,-42.82478770,CRISTALIA - CENTRO,POLO UAB DE CRISTALIA,Av. Teodomiro Borges,0,Planalto,39598000,NULL,(38) 32321103,(38) 32321113,uabpolocristalia@ig.com.br,albuquerquecelia@ig.com.br,NULL
86,Araçuaí,MG,-16.97757460,-41.99897180,ARACUAI - CENTRO,CAED - ARACUAI - UAB,Praça Olegario Maciel,32,Centro,39600000,NULL,(33) 37314447,(),poloaracuai@yahoo.com.br,NULL,NULL
921,Águas Formosas,MG,-17.03446170,-40.99905970,AGUAS FORMOSAS - CENTRO,POLO UAB DE APOIO PRESENCIAL DE AGUAS FORMOSAS,Travessa São Pedro,185,centro,39880000,Escola Municipal São Vicente de Paulo,(33) 36112404,(),agnescristhina.26@gmail.com,NULL,NULL
926,Padre Paraíso,MG,-17.04901080,-41.56124230,PADRE PARAISO - CORONEL OLINTO VIEIRA,POLO UAB DE APOIO PRESENCIAL DE PADRE PARAISO,Rua do Clube,0,Coronel Olinto Vieira,39818-00,NULL,(33) 35341112,(),towikkrull@yahoo.com.br,polo.padreparaiso@ead.ufvjm.edu.br,NULL
25,Itamaraju,BA,-17.06569650,-39.73433800,ITAMARAJU - JAQUEIRA,POLO UAB - ITAMARAJU,RUA IRMAOS ANDRADA 1635,1635,JAQUEIRA,45836000,3 ANDAR DO COLEGIO ESTADUAL MODELO,(73) 32943625,(),polouabitamaraju@yahoo.com.br,deliaeducadora@gmail.com,não tem
26,Itanhém,BA,-17.06579420,-40.39048800,ITANHEM - SAO JOAO,CENTRO DE EDUCACAO ABERTA E A DISTANCIA DE ITANHEM - CEADI,Rua Nova Venécia,0,São João,45970000,NULL,(73) 988299620,(73) 32952262,denise.itanhem.uab@gmail.com,uab.itanhem@cead.ufop.br,NULL
78,Cezarina,GO,-17.08052230,-49.75243060,CEZARINA - CENTRO,CENTRO DE ENSINO SUPERIOR DE CEZARINA -UAB,R. Rui Barbosa,159,Centro,76195-00,Frente  agencia dos correios,(64) 35436015,(64) 81279079,polouabcezarina@gmail.com,ROSIMEYRE.UABCEZARINA-GO@BOL.COM.BR,NULL
1114,Bocaiúva,MG,-17.110458,-43.813876,BOCAIUVA - ALTEROSA,CAMPI UNIMONTES BOCAIUVA,Rua Dona Florinda Pires,83 A,Centro,39390-00,Ao Lado da Camara Municipal de Vereadores,(38) 32512136,(),campus.bocaiuva@unimontes.br,NULL,NULL
768,Buritizeiro,MG,-17.18851870,-45.14945050,BURITIZEIRO - JARDIM DOS BURITIS,BURITIZEIRO,Rua 20,101,Jardim dos Buritis,39280-00,NULL,(38) 37422198,(38) 37422198,uabburitizeiro@yahoo.com.br,giselleef@gmail.com,NULL
1135,Paracatu,MG,-17.238407,-46.883099,PARACATU - CENTRO,CVT/UAITEC – PARACATU,Avenida Aeroporto,255,Paracatuzinho,38600000,NULL,(38) 36790905,(),paracatu@uaitec.mg.gov.br,NULL,NULL
949,Turmalina,MG,-17.25601800,-42.82478770,TURMALINA - VILA NOVA,POLO UAB - ESCOLA FAMÍLIA AGROINDUSTRIAL DE TURMALINA - EFAT,Rua Agenor Godinho,0,Vila Nova,39660000,NULL,(38) 35271684,(),polo.turmalina@ead.ufvjm.edu.br,sme.tur@gmail.com,NULL
935,Minas Novas,MG,-17.31040250,-42.47245780,MINAS NOVAS - SANTA RITA,POLO UAB DE APOIO PRESENCIAL DE MINAS NOVAS,Rua Três,50,Santa Rita,39650000,NULL,(33) 37642208,(33) 37642449,pmmn@uai.com.br,adelson.apso@yahoo.com.br,NULL
299,Alto Araguaia,MT,-17.46406110,-53.47703590,ALTO ARAGUAIA - CENTRO,POLO DE ALTO ARAGUAIA,Rua Rio Branco,391,Centro,78780-00,NULL,(66) 34811667,(66) 34811731,coord.aaraguaia.dead@unemat.br,coord.aaraguaia.dead@unemat.br,NULL
811,Teixeira de Freitas,BA,-17.53422500,-39.72169190,TEIXEIRA DE FREITAS - SAO JOSE,POLO UAB TEIXEIRA DE FREITAS,Praça Joana Angélica,250,São José,45996-11,Prédio da Secretaria Municipal de Educação,(73) 30112701,(73) 30112709,educacaopmts@hotmail.com,uab.teixeiradefreitas@educ.ba.gov.br,NULL
1129,Várzea da Palma,MG,-17.598564,-44.732886,VARZEA DA PALMA - CENTRO,CVT/UAITEC VAZEA DA PALMA,Rua Doutor Antônio Gomes Pinto Coelho,1414,Centro,39260000,NULL,(38) 37311219,(),varzeadapalma@uatec.mg.gov.br,NULL,NULL
578,Mineiros,GO,-17.63645990,-52.78841710,MINEIROS - IORES,POLO UNIVERSITARIO DE MINEIROS - GO,Rua  Cabeceira Alta,0,Ióres,75830000,Quadra 20 Lote 08,(64) 36610021,(64) 99580926,uabmineiros@hotmail.com,NULL,NULL
391,Carlos Chagas,MG,-17.71781330,-40.87785860,CARLOS CHAGAS - CENTRO,POLO CARLOS CHAGAS,Travessa Braga,381,Centro,39864-00,NULL,(33) 36243043,(),francoedione@hotmail.com,NULL,NULL
1133,João Pinheiro,MG,-17.745977,-46.17059,JOAO PINHEIRO - CENTRO,CVT/ UAITEC JOAO PINHEIRO,Rua Frei Dionísio,93,Centro,38770000,NULL,(38) 35615487,(),joaopinheiro@uaitec.mg.gov.br,NULL,NULL
925,Nanuque,MG,-17.79055380,-40.43125840,NANUQUE - ROMILDA RUAS,POLO UAB DE APOIO PRESENCIAL DE NANUQUE,R. Governador Valadares,529,Romilda Ruas,39860000,Escola Stella Matutina,(33) 36211705,(),mirandamar29@yahoo.com.br,martinsr29@yahoo.com.br,NULL
515,Itamarandiba,MG,-17.83149870,-42.78575830,ITAMARANDIBA - FLORESTAL,POLO ITAMARANDIBA,Av. Jequitinhonha,298,Florestal,39670000,NULL,(38) 35213077,(38) 35211559,glaucia.oliveirasantos@gmail.com,glaucia.oliveirasantos@gmail.com,NULL
110,Teófilo Otoni,MG,-17.86000890,-41.50910420,TEOFILO OTONI - VILA SANTA CLARA,CENTRO DE APOIO A EDUCACAO A DISTANCIA - TEOFILO OTONI - UAB,Rua Aristóteles Dantas Guimarães,166,Vila Santa Clara,39802-03,NULL,(33) 35212260,(),poluabto@gmail.com,poluabto@hotmail.com,NULL
1053,Montanha,ES,-18.14173420,-40.26800750,MONTANHA - CENTRO,POLO UAB DE MONTANHA,Avenida Getúlio Vargas,436,Centro,29000-89,NULL,(27) 37542179,(27) 992453935,polouab.montanha@gmail.com,secemont@hotmail.com,NULL
77,Catalão,GO,-18.15544370,-47.95037660,CATALAO - JARDIM PRIMAVERA,POLO UAB - CATALAO,Rua das Violetas,100,Jardim Primavera,75712735,NULL,(64) 34422572,(64) 34113105,polocatalaouab@gmail.com,NULL,NULL
105,Lagamar,MG,-18.15577510,-46.74784930,LAGAMAR - CENTRO,ENSINO A DISTANCIA DANIEL VINICIUS SANTOS MOURA - LAGAMAR - UAB,Rua Ituiutaba,44,Bela Vista,38785000,NULL,(34) 38121247,(34) 92256437,uablagamar@cead.ufop.br,antonia.plaed@gmail.com,NULL
944,Diamantina,MG,-18.17599010,-43.71424840,DIAMANTINA - CENTRO,POLO DE APOIO PRESENCIAL DE EDUCACAO A DISTANCIA DE DIAMANTINA-MG,Rua da Glória,469,Centro,39100000,NULL,(38) 35319560,(),polo.diamantina@ead.ufvjm.edu.br,juarmachado@yahoo.com.br,NULL
1170,Três Marias,MG,-18.213071,-45.23514,TRÊS MARIAS - JOAQUIM DE LIMA,Polo UAB de Três Marias,Av. Camilo José de Freitas,1,Joaquim de Lima,39205000,NULL,(38) 37545669,(38) 99841915,cleonice-m-medeiros@hotmail.com,NULL,NULL
61,Ecoporanga,ES,-18.37725510,-40.71585700,ECOPORANGA - CENTRO,POLO UNIVERSITARIO DE APOIO PRESENCIAL DA UNIVERSIDADE ABERTA DO BRASIL DE ECOPORANGA,Rua José da Cruz,0,Centro,29850000,NULL,(27) 37551671,(27) 37551368,SUELI.UABECOPORANGA@GMAIL.COM,DIRETORAVIANA@HOTMAIL.com,NULL
67,Pinheiros,ES,-18.39586650,-40.18621290,PINHEIROS - CENTRO,CESP- CENTRO DE EDUCACAO SUPERIOR DE PINHEIROS - UAB,Rua: General Rondon,0,CENTRO,29980000,Bairro  Nova Canaã,(27) 37651692,(),uabpinheiros@hotmail.com,NULL,NULL
95,Coromandel,MG,-18.43645510,-47.21424170,COROMANDEL - SAO DOMINGOS,POLO DE APOIO PRESENCIAL UAB COROMANDEL,Rua Sebastião Lopes Pereira,264,São Domingos,38550000,Casa,(34) 38414344,(),polo.uab.coromandel@hotmail.com,coordenacaouabcoromandel@hotmail.com,NULL
59,Conceição da Barra,ES,-18.47858340,-39.85791180,CONCEICAO DA BARRA - CENTRO,POLO MUNICIPAL DE APOIO PRESENCIAL - CENTRO MUNICIPAL DE EDUCACAO ABERTA E A DISTANCIA DE CONCEICAO ,Rua Vidilino Matos de Lima,0,Centro,29000-96,Prédio da Cozinha Industrial,(27) 998781445,(27) 997489266,CEMEAD.CB@GMAIL.COM,MARLENE.MARLENSOFT@GMAIL.COM,NULL
94,Corinto,MG,-18.55474310,-43.82909880,CORINTO - CLARINDO DE PAIVA,CENTRO TECNOLOGICO EDUCACIONAL DE CORINTO - CETEC - CORINTO - UAB,Rua Risoleta Lima,1041,Clarindo de Paiva,39120000,NULL,(38) 37513359,() 37512878,cetec.uab@gmail.com,NULL,NULL
619,Patos de Minas,MG,-18.59016510,-46.51776480,PATOS DE MINAS - CENTRO,POLO UAB PATOS DE MINAS,Rua São Geraldo,0,Lagoinha,38701324,Escola Municipal Prefeito Jacques Corrêa da Costa,(34) 38229662,(34) 38229661,polouab@patosdeminas.mg.gov.br,arilsonelucia15@gmail.com,NULL
429,Costa Rica,MS,-18.61606480,-53.21804950,COSTA RICA - AREA RURAL,POLO DE APOIO PRESENCIAL PROF  ADENOCRE A. DE MORAIS -COSTA RICA,JOse Calazans da Silva,172,Area Rural,79550000,NULL,(67) 32471424,(67) 32474956,uabpolocostarica@yahoo.com.br,nomedeira@yahoo.com.br,NULL
87,Araguari,MG,-18.64943080,-48.20844340,ARAGUARI - FATIMA,POLO DE APOIO PRESENCIAL DE ARAGUARI - UAB,Praça Augusto Diniz,55,Fátima,38442-14,-,(34) 32462221,(34) 36903290,poloaraguari@gmail.com,NULL,NULL
596,Nova Venécia,ES,-18.695248,-40.392154,NOVA VENECIA - RUBIA,POLO MUNICIPAL DE APOIO PRESENCIAL DA UNIVERSIDADE ABERTA DO BRASIL  E CENTRO DE FORMACAO DE PROFESS,Rua 07 de Setembro,420,Rúbia,29830-00,NULL,(27) 37529028,(27) 999531827,nveneciauab@gmail.com,romulodelboni@hotmail.com,NULL
567,Mantena,MG,-18.70789420,-41.07971720,MANTENA - CENTRO,POLO DE APOIO PRESENCIAL,Rua Manoel Amâncio,171,Centro,35290000,Prédio junto a CESEC- Prefeito José Romário Duque,(33) 32411837,(),polomantena2008@yahoo.com.br,NULL,NULL
702,São Mateus,ES,-18.7224,-39.852557,SAO MATEUS - CARAPINA,POLO MUNICIPAL UAB DE SAO MATEUS,Rua Duque de Caxias,194-A,Carapina,29933-03,NULL,(27) 37638516,(27) 37631082,polouab_sm@yahoo.com.br,NULL,NULL
96,Divinolândia de Minas,MG,-18.74306370,-42.57056740,DIVINOLANDIA DE MINAS - CENTRO,"POLO UAB -"" PROFESSOR JOSE COELHO PERPETUO"" - DIVINOLANDIA DE MINAS -",Praça Professor Carvalhais,50,Centro,39735000,NULL,(33) 34141683,(),polodivinolandiauab@yahoo.com.br,NULL,NULL
98,Governador Valadares,MG,-18.85198140,-41.94651740,GOVERNADOR VALADARES - CENTRO,UAB - POLO DE APOIO PRESENCIAL DE EDUCACAO A DISTANCIA DE GOVERNADOR VALADARES,Rua 7 de Setembro,2479,Centro,35010-17,Escola Estadual Prefeito Joaquim Pedro Nascimento,(33) 32216716,(),uab.coord@valadares.mg.gov.br,uab.sec@valadares.mg.gov.br,NULL
64,Mantenópolis,ES,-18.88727170,-41.05956360,MANTENOPOLIS - CENTRO,POLO MUNICIPAL DE APOIO PRESENCIAL DE MANTENOPOLIS/ES  CEME@AD -CENTRO MUNICIPAL DE EDUCACAO ABERTA ,Av. Tiradentes,0,Centro,29770000,NULL,(27) 37582268,(27) 37581129,mpolodemantenopolis@yahoo.com.br,meripacheco@yahoo.com.br,página da rede Facebook sob Polo de Mantenópolis
742,Uberlândia,MG,-18.89453730,-48.26547970,UBERLANDIA - BRASIL,POLO DE APOIO PRESENCIAL DE UBERLANDIA -UAB,Av. Professor José Inacio de Souza,1958,BrASIL,38400732,NULL,(34) 32124363,(34) 32121177,uab.polo.uberlandia@gmail.com,secretaria.uab.polo.uberlandia@gmail.com,NULL
422,Conceição do Mato Dentro,MG,-18.94423690,-43.52223130,CONCEICAO DO MATO DENTRO - CENTRO,POLO UAB - CONCEICAO DO MATO DENTRO,Rua São Francisco,501,Bandeirinha,35860000,Localizado no Ginásio São francisco/SENAI,(31) 38682630,(),poloensino.uabcmd@gmail.com,NULL,NULL
81,São Simão,GO,-18.97505800,-50.55497190,SAO SIMAO - POPULAR,POLO UAB - SAO SIMAO,Rua 14 esquina com a rua 21 e 25,0,Popular,75890000,NULL,(64) 36582465,(64) 35539512,polouabsaosimao@gmail,iranisefreitas@gmail.com,NULL
946,Ituiutaba,MG,-18.97616960,-49.45890680,ITUIUTABA - CENTRO,POLO ITUIUTABA,Rua 26,425,Centro,38300080,NULL,(34) 32718204,(34) 32718205,uab_itba@yahoo.com.br,viviane.suzana@yahoo.com.br,NULL
371,Camapuã,MS,-19.09662220,-53.91065940,CAMAPUA - VILA DIAMANTINA,CENTRO DE APOIO PRESENCIAL DE CAMAPUA,Rua Ferreira da Cunha,200,Vila Diamantina,79420-00,NULL,() 32863333,(67),emconegundes@gmail.com,polouab@camapua.ms.gov.br,NULL
114,São Gabriel do Oeste,MS,-19.15136050,-54.52180740,SAO GABRIEL DO OESTE - ZONA RURAL,POLO DE APOIO PRESENCIAL DA UAB EM SAO GABRIEL DO OESTE,Estrada São Gabriel/Rio Negro,km 4,Area Rural,79490000,Caixa postal 117,(67) 32953033,(),funpesg.poloead@saogabriel.ms.gov.br,NULL,NULL
638,Pompéu,MG,-19.15774300,-44.92533540,POMPEU - PARAÍSO,POLO DE APOIO PRESENCIAL UAB-POMPEU,Rodovia MG - 164 Km63,0,Morada do Sol,35640000,NULL,(37) 35234414,(37) 991578389,uabpompeu08@yahoo.com.br,dorismaciel@hotmail.com,NULL
557,Linhares,ES,-19.38000180,-40.06244550,LINHARES - NOVO HORIZONTE,POLO UAB DE LINHARES,Avenida Presidente Costa e Silva,155,NOvo Horizonte,29902120,NULL,(27) 33737900,(),uab2linhares@gmail.com,deziere.az@gmail.com,NULL
526,Jaboticatubas,MG,-19.42591690,-43.67590490,JABOTICATUBAS - SAO VICENTE,UAB-POLO JABOTICATUBAS,Rua Joana Melo,1300,São Vicente,35830000,NULL,(31) 36831715,(),educacao@jaboticatubas.com,NULL,NULL
719,Sete Lagoas,MG,-19.44826820,-44.22019800,SETE LAGOAS - DISTRITO INDUSTRIAL,POLO DE APOIO PRESENCIAL DE SETE LAGOAS,Av. Prefeito Alberto Moura,1111,Distrito Industrial,35702-38,Escola Técnica Municipal de Sete Lagoas,(31) 37726289,(31) 37730424,uabslmg@gmail.com,contatouabslmg@yahoo.com.br,www.setelagoas.mg.gov.br
100,Ipatinga,MG,-19.50949240,-42.56274760,IPATINGA - BOM RETIRO,POLO UAB DE IPATINGA - UNIVERSIDADE ABERTA DO BRASIL,Rua Fernando de Noronha,490,Bom Retiro,35160225,Anexo à Escola Municipal Padre Cícero de Castro,(31) 38298334,(31) 38298369,uab.coordenacao@ipatinga.mg.gov.br,ipatinga.polo.uab@gmail.com,NULL
415,Colatina,ES,-19.53768960,-40.63433410,COLATINA - ESPLANADA,POLO-UAB/COLATINA,Rua Sergio Bernardino,0,Santa Terezinha,29702140,NULL,(27) 31777070,(),colatina.uab@gmail.com,NULL,NULL
734,Timóteo,MG,-19.53841800,-42.64744070,TIMOTEO - CENTRO NORTE,POLO UAB DE TIMOTEO,Alameda 31 de Outubro,405,Centro Norte,35180000,NULL,(31) 38477667,(),polouab.timoteo.mg@gmail.com,rairobson@oi.com.br,NULL
112,Água Clara,MS,-19.58639530,-53.21804950,AGUA CLARA - JARDIM DAS PALMEIRAS,POLO UAB - AGUA CLARA,Rua Alberico Barbosa de Souza,39,Jardim das Palmeiras,79680000,NULL,(67) 32393249,(67) 32391693,mfqac@hotmail.com,marcelosilvaead@hotmail.com,NULL
315,Araxá,MG,-19.59071250,-46.93230420,ARAXA - SANTA RITA,POLO UAB_ARAXA,Av Hítalo Ros,0,Santa Rita,38181419,Prédio do SESI/SENAI,(34) 36917043,(34) 36917110,uabpoloaraxa@araxaeduca.mg.gov.br,polouabaraxa@gmail.com,NULL
101,Itabira,MG,-19.63811130,-43.23097830,ITABIRA - AMAZONAS,POLO DE APOIO PRESENCIAL DE ITABIRA - UAB,Rua Jacutinga,15,Campestre I,35900086,Secretaria Municipal de Educação,(31) 38392670,(31) 38392657,polouab2013@gmail.com,NULL,NULL
