id_polo_1;"no_municipio_polo_2";"no_polo_3";"polo_dependencia_administrativa_4";"polo_status_5";"polo_conceito_6";id_ies_7;id_ies_8;"ies_uf_9";"sg_ies_10";"no_curso_11";id_curso_12;"tipo_curso_13";"dt_inicio_real_oferta_14";"dt_provavel_fim_15";"dt_fim_curso_16";qt_vagas_17;qt_alunos_formado_18;qt_alunos_nao_concluinte_19;qt_alunos_desvinculado_20;qt_alunos_cadastrado_21
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"EDUCACAO PARA AS RELACOES ETNICORRACIAIS"; 311;"APERFEIÇOAMENTO";"04/2013";"09/2013";"01/2013"; 70; 34; 0; 36; 70
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"EDUCACAO PARA AS RELACOES ETNICORRACIAIS"; 311;"APERFEIÇOAMENTO";"09/2010";"02/2011";"03/2011"; 40; 34; 0; 7; 41
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"INFORMATICA NA EDUCACAO"; 312;"ESPECIALIZAÇÃO";"11/2013";"04/2015";"08/2014"; 30; 10; 0; 20; 30
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";" LETRAS LINGUA PORTUGUESA, LINGUA ESPANHOLA E RESPECTIVAS LITERATURAS"; 1530;"LICENCIATURA";"09/2013";"06/2017";"02/2017"; 35; 0; 0; 10; 38
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"PEDAGOGIA"; 89;"LICENCIATURA";"03/2008";"01/2012";"12/2012"; 50; 28; 0; 23; 51
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"PRODUCAO DE MATERIAL DIDATICO PARA A DIVERSIDADE"; 1289;"APERFEIÇOAMENTO";"03/2012";"07/2012";"11/2012"; 50; 32; 0; 0; 32
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"ADMINISTRACAO PUBLICA"; 800;"BACHARELADO";"03/2012";"01/2016";"02/2016"; 100; 0; 0; 66; 99
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"ADMINISTRACAO PUBLICA"; 800;"BACHARELADO";"08/2014";"07/2018";"07/2017"; 50; 0; 0; 26; 49
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"ADMINISTRACAO PUBLICA"; 800;"BACHARELADO";"10/2010";"01/2015";"03/2014"; 75; 26; 9; 53; 88
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"ADMINISTRACAO PUBLICA"; 800;"BACHARELADO";"11/2012";"07/2016";"08/2016"; 100; 0; 0; 51; 100
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO EM SAUDE"; 804;"ESPECIALIZAÇÃO";"04/2011";"10/2012";"09/2011"; 40; 16; 12; 17; 45
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO EM SAUDE"; 804;"ESPECIALIZAÇÃO";"12/2012";"04/2014";"08/2013"; 50; 0; 38; 9; 47
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO EM SAUDE"; 804;"ESPECIALIZAÇÃO";;"04/2014";"07/2014"; 100; 0; 0; 0; 0
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO EM SAUDE"; 804;"ESPECIALIZAÇÃO";;"12/2014";"01/2015"; 50; 0; 0; 0; 0
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO PUBLICA"; 801;"ESPECIALIZAÇÃO";"04/2011";"10/2012";"09/2011"; 40; 12; 0; 18; 30
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO PUBLICA"; 801;"ESPECIALIZAÇÃO";"12/2012";"06/2014";"08/2013"; 50; 22; 3; 0; 25
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO PUBLICA"; 801;"ESPECIALIZAÇÃO";;"12/2013";"01/2014"; 100; 0; 0; 0; 0
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO PUBLICA"; 801;"ESPECIALIZAÇÃO";;"12/2014";"01/2015"; 50; 0; 0; 0; 0
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO PUBLICA MUNICIPAL"; 803;"ESPECIALIZAÇÃO";"04/2011";"10/2012";"09/2011"; 40; 6; 35; 0; 41
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO PUBLICA MUNICIPAL"; 803;"ESPECIALIZAÇÃO";"12/2012";"08/2014";"08/2013"; 50; 14; 21; 2; 37
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO PUBLICA MUNICIPAL"; 803;"ESPECIALIZAÇÃO";;"04/2014";"07/2014"; 100; 0; 0; 0; 0
 116;"PONTES E LACERDA";"PONTES E LACERDA - CENTRO";"Estadual";"ATIVO";"AA"; 78; 78;"MT";"UNEMAT";"GESTAO PUBLICA MUNICIPAL"; 803;"ESPECIALIZAÇÃO";;"12/2014";"01/2015"; 50; 0; 0; 0; 0
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"03/2008";"07/2011";"03/2011"; 50; 12; 2; 30; 44
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"03/2009";"08/2012";"03/2012"; 50; 11; 10; 23; 44
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"06/2010";"12/2013";"03/2013"; 30; 0; 0; 2; 2
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"08/2008";"01/2012";"08/2011"; 50; 6; 5; 21; 32
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"11/2009";"03/2013";"11/2012"; 30; 0; 2; 19; 21
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"03/2008";"07/2011";"11/2010"; 50; 5; 2; 42; 49
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"03/2009";"08/2012";"03/2012"; 50; 10; 2; 37; 49
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"05/2010";"11/2013";"03/2013"; 50; 0; 0; 5; 5
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"07/2014";"08/2017";"05/2017"; 50; 0; 0; 0; 27
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"08/2008";"01/2012";"08/2011"; 50; 2; 1; 31; 34
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"11/2009";"04/2013";"11/2012"; 50; 5; 2; 35; 42
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"11/2012";"02/2016";"07/2015"; 50; 0; 0; 0; 48
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";;"08/2016";"09/2016"; 20; 0; 0; 0; 0
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"ADMINISTRACAO"; 442;"BACHARELADO";"02/2008";"12/2012";"12/2012"; 100; 34; 0; 67; 101
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"ADMINISTRACAO PUBLICA"; 810;"BACHARELADO";"02/2013";"01/2017";"02/2018"; 75; 0; 0; 35; 77
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"CIENCIAS NATURAIS E MATEMATICA"; 88;"LICENCIATURA";"02/2008";"04/2013";"12/2012"; 50; 31; 0; 64; 95
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"EDUCACAO AMBIENTAL - ESCOLAS SUSTENTAVEIS E COM VIDA"; 1011;"APERFEIÇOAMENTO";"11/2010";"02/2011";"06/2010"; 60; 43; 0; 17; 60
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"EDUCACAO PARA AS RELACOES ETNICORRACIAIS"; 311;"APERFEIÇOAMENTO";"07/2009";"12/2009";"05/2010"; 30; 18; 0; 11; 29
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"EDUCACAO PARA AS RELACOES ETNICORRACIAIS"; 311;"APERFEIÇOAMENTO";"09/2010";"02/2011";"03/2011"; 40; 38; 0; 3; 41
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GENERO E DIVERSIDADE NA ESCOLA"; 946;"APERFEIÇOAMENTO";"01/2011";"06/2011";"11/2010"; 50; 20; 0; 28; 48
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GENERO E DIVERSIDADE NA ESCOLA"; 946;"APERFEIÇOAMENTO";"02/2012";"07/2012";"11/2012"; 50; 16; 0; 34; 50
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO EM SAUDE"; 882;"ESPECIALIZAÇÃO";"03/2013";"11/2014";"08/2014"; 50; 20; 0; 33; 53
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO EM SAUDE"; 882;"ESPECIALIZAÇÃO";"11/2010";"05/2012";"08/2011"; 40; 31; 0; 9; 40
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO PUBLICA"; 809;"ESPECIALIZAÇÃO";"03/2013";"08/2014";"08/2014"; 50; 24; 0; 25; 49
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO PUBLICA"; 809;"ESPECIALIZAÇÃO";"11/2010";"05/2012";"08/2011"; 40; 19; 0; 20; 39
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO PUBLICA MUNICIPAL"; 1496;"ESPECIALIZAÇÃO";"03/2013";"10/2014";"08/2014"; 55; 26; 0; 39; 65
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"INFORMATICA NA EDUCACAO"; 312;"ESPECIALIZAÇÃO";"11/2013";"04/2015";"01/2015"; 30; 9; 0; 21; 30
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";" LETRAS LINGUA PORTUGUESA, LINGUA ESPANHOLA E RESPECTIVAS LITERATURAS"; 1530;"LICENCIATURA";"09/2013";"06/2017";"02/2017"; 35; 0; 0; 14; 33
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"LETRAS LINGUA PORTUGUESA, LINGUA INGLESA E RESPECTIVAS LITERATURAS"; 1531;"LICENCIATURA";"09/2013";"06/2017";"02/2017"; 35; 0; 0; 17; 35
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"PEDAGOGIA"; 89;"LICENCIATURA";"03/2008";"01/2012";"12/2012"; 100; 57; 0; 41; 98
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"PRODUCAO DE MATERIAL DIDATICO PARA A DIVERSIDADE"; 1289;"APERFEIÇOAMENTO";"03/2012";"07/2012";"11/2012"; 50; 35; 0; 0; 35
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 65; 65;"DF";"UnB";"EDUCACAO FISICA"; 164;"LICENCIATURA";"03/2011";"01/2015";"02/2015"; 40; 8; 5; 27; 40
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 65; 65;"DF";"UnB";"MUSICA"; 166;"LICENCIATURA";"03/2011";"01/2015";"03/2015"; 25; 4; 3; 9; 16
 117;"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE - CENTRO";"Municipal";"ATIVO";"AA"; 65; 65;"DF";"UnB";"TEATRO"; 168;"LICENCIATURA";"03/2011";"01/2015";"03/2015"; 25; 7; 2; 9; 18
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"03/2008";"07/2011";"11/2010"; 50; 18; 9; 23; 50
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"03/2009";"08/2012";"03/2012"; 50; 4; 4; 10; 18
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"07/2014";"07/2017";"05/2017"; 35; 0; 0; 0; 9
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"08/2008";"01/2012";"09/2011"; 50; 3; 1; 24; 28
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"11/2012";"01/2016";"08/2015"; 50; 0; 0; 0; 50
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"QUIMICA"; 5;"LICENCIATURA";"12/2013";"01/2017";"09/2016"; 50; 0; 0; 2; 47
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"03/2009";"08/2012";"03/2012"; 50; 9; 8; 30; 47
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"07/2014";"08/2017";"05/2017"; 50; 0; 0; 1; 17
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"09/2008";"01/2012";"09/2011"; 50; 8; 6; 35; 49
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"11/2007";"07/2011";"11/2010"; 50; 16; 5; 29; 50
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"11/2012";"02/2016";"07/2015"; 50; 0; 0; 0; 51
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"12/2013";"02/2017";"09/2016"; 50; 0; 0; 0; 17
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"ADMINISTRACAO"; 442;"BACHARELADO";"02/2008";"12/2012";"12/2012"; 50; 31; 0; 19; 50
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"CIENCIAS NATURAIS E MATEMATICA"; 88;"LICENCIATURA";"02/2008";"04/2013";"12/2012"; 50; 34; 0; 14; 48
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"EDUCACAO AMBIENTAL"; 310;"APERFEIÇOAMENTO";"09/2009";"02/2010";"07/2010"; 60; 30; 0; 29; 59
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"EDUCACAO AMBIENTAL - ESCOLAS SUSTENTAVEIS E COM VIDA"; 1011;"APERFEIÇOAMENTO";"11/2010";"02/2011";"06/2010"; 60; 38; 0; 22; 60
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"EDUCACAO PARA AS RELACOES ETNICORRACIAIS"; 311;"APERFEIÇOAMENTO";"09/2010";"02/2011";"03/2011"; 40; 34; 0; 9; 43
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO EM SAUDE"; 882;"ESPECIALIZAÇÃO";"03/2013";"09/2014";"08/2014"; 50; 28; 0; 26; 54
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO EM SAUDE"; 882;"ESPECIALIZAÇÃO";"12/2010";"05/2012";"08/2011"; 40; 26; 0; 9; 35
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO PUBLICA"; 809;"ESPECIALIZAÇÃO";"03/2013";"08/2014";"08/2014"; 50; 6; 0; 21; 27
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO PUBLICA"; 809;"ESPECIALIZAÇÃO";"11/2010";"05/2012";"08/2011"; 40; 20; 0; 18; 38
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO PUBLICA MUNICIPAL"; 1496;"ESPECIALIZAÇÃO";"03/2013";"10/2014";"08/2014"; 55; 19; 0; 13; 32
 118;"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA - SETOR INDUSTRIAL";"Municipal";"ATIVO";"AA"; 44; 44;"MT";"UFMT";" LETRAS LINGUA PORTUGUESA, LINGUA ESPANHOLA E RESPECTIVAS LITERATURAS"; 1530;"LICENCIATURA";"09/2013";"06/2017";"02/2017"; 35; 0; 0; 6; 33
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 6; 6;"MT";"IFMT";"TECNOLOGIA EM SISTEMA PARA INTERNET"; 6;"TECNOLOGO";"11/2012";"02/2016";"07/2015"; 50; 0; 0; 0; 48
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"ADMINISTRACAO PUBLICA"; 810;"BACHARELADO";"03/2010";"12/2013";"09/2014"; 50; 25; 0; 25; 50
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"EDUCACAO AMBIENTAL"; 310;"APERFEIÇOAMENTO";"09/2009";"02/2010";"07/2010"; 60; 24; 0; 34; 58
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO EM SAUDE"; 882;"ESPECIALIZAÇÃO";"03/2013";"09/2014";"08/2014"; 50; 23; 0; 26; 49
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO EM SAUDE"; 882;"ESPECIALIZAÇÃO";"11/2010";"05/2012";"08/2011"; 40; 28; 0; 12; 40
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO PUBLICA"; 809;"ESPECIALIZAÇÃO";"03/2013";"08/2014";"08/2014"; 50; 14; 0; 22; 36
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO PUBLICA"; 809;"ESPECIALIZAÇÃO";"11/2010";"05/2012";"08/2011"; 40; 29; 0; 10; 39
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 44; 44;"MT";"UFMT";"GESTAO PUBLICA MUNICIPAL"; 1496;"ESPECIALIZAÇÃO";"03/2013";"10/2014";"08/2014"; 55; 14; 0; 26; 40
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 60; 60;"SP";"UFSCAR";"GENERO E DIVERSIDADE NA ESCOLA"; 371;"APERFEIÇOAMENTO";"06/2009";"10/2009";"10/2009"; 60; 7; 0; 9; 16
 119;"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA - CENTRO";"Estadual";"ATIVO";"AA"; 71; 71;"SP";"UNIFESP";"SAUDE INDIGENA"; 174;"ESPECIALIZAÇÃO";"10/2008";"12/2009";"11/2009"; 40; 11; 1; 28; 40
 120;"BENEVIDES";"BENEVIDES - CENTRO";"Municipal";"DESLIGADO";"NA"; 46; 46;"PA";"UFPA";"ADMINISTRACAO PUBLICA"; 796;"BACHARELADO";"02/2010";"12/2013";"08/2013"; 50; 20; 22; 4; 46
 120;"BENEVIDES";"BENEVIDES - CENTRO";"Municipal";"DESLIGADO";"NA"; 46; 46;"PA";"UFPA";"GENERO E DIVERSIDADE NA ESCOLA"; 318;"APERFEIÇOAMENTO";"08/2009";"07/2010";"12/2010"; 150; 72; 0; 0; 72
 120;"BENEVIDES";"BENEVIDES - CENTRO";"Municipal";"DESLIGADO";"NA"; 46; 46;"PA";"UFPA";"LETRAS PORTUGUES"; 96;"LICENCIATURA";"08/2009";"08/2013";"07/2013"; 50; 9; 39; 2; 50
 121;"BUJARU";"BUJARU - BAIRRO NOVO";"Municipal";"INATIVO";"AA"; 46; 46;"PA";"UFPA";"LETRAS PORTUGUES"; 96;"LICENCIATURA";"04/2008";"08/2012";"04/2012"; 50; 39; 7; 4; 50
